mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_53662,CC#CCCC1(CC1)O,4.76012,0.58384,0.56147,1.2968,88.5,-0.2406,0.0574,0.2979,2041.4621,0.179607,-387.054659,-387.043873,-387.042929,-387.092262,38.23
gdb_110333,CCC1C2C(O)C(=N)N12,2.30652,1.38693,1.26898,3.0199,76.21,-0.2421,-0.0014,0.2407,1130.1455,0.159022,-419.15992,-419.151007,-419.150062,-419.193601,33.466
gdb_10069,CCC(CC)CC#N,3.10098,1.18824,0.98109,4.0674,78.59,-0.3118,0.0363,0.348,1263.7282,0.187789,-329.157748,-329.147962,-329.147018,-329.192607,34.997
gdb_96704,CN=C(C=O)OC(=O)N,3.12906,1.01526,0.85775,3.1422,66.7,-0.248,-0.083,0.1649,1333.3912,0.108869,-491.120073,-491.109992,-491.109047,-491.156841,33.519
gdb_80314,CC1C2OC(=NC12)C#C,3.64789,1.2284,1.16603,1.3578,78.32,-0.2397,-0.0342,0.2055,1103.6501,0.123632,-400.709734,-400.701726,-400.700782,-400.742359,30.234
gdb_18962,CCN1C2C3OC2C13,6.39212,1.39227,1.3787,1.5229,67.97,-0.2235,0.062,0.2855,949.0938,0.141268,-363.735719,-363.72881,-363.727866,-363.766881,26.824
gdb_60749,CC(C=O)C(=O)CC#N,2.02451,1.28548,1.08801,2.3821,69.76,-0.2734,-0.0536,0.2198,1198.2108,0.120569,-437.926379,-437.916545,-437.9156,-437.962725,33.219
gdb_34165,N#CC12CC3C1C1C2N31,3.88692,1.58929,1.39997,3.0803,72.54,-0.2513,0.0094,0.2606,908.0323,0.114785,-379.594952,-379.58875,-379.587806,-379.625466,25.216
gdb_115882,COC1CCC2CC12O,2.43899,1.45225,1.08492,1.4392,78.35,-0.2476,0.0841,0.3317,1196.0805,0.182463,-424.214324,-424.205337,-424.204393,-424.247824,34.585
gdb_110904,COC1C2CC(C2)C1C,2.66476,1.44625,1.17022,0.9319,85.53,-0.2402,0.084,0.3242,1178.4329,0.207144,-388.273643,-388.264889,-388.263944,-388.306816,34.276
gdb_60171,CC(C)OC1CC1(C)C,3.15773,0.86914,0.80508,0.9308,90.97,-0.231,0.0898,0.3208,1621.7311,0.225353,-389.486879,-389.475674,-389.474729,-389.523109,41.751
gdb_57479,CC(C)(C)C1OCC=C1,2.82949,1.26643,1.11815,1.3822,87.17,-0.2294,0.0159,0.2453,1235.8628,0.204148,-388.304876,-388.295054,-388.29411,-388.339186,37.526
gdb_78957,CC1C2C3C4C3C1(C)N24,2.46171,2.10174,1.54985,1.7316,80.81,-0.2183,0.0836,0.3019,954.7008,0.171559,-365.934628,-365.927059,-365.926114,-365.966079,30.919
gdb_95189,CN1CCC2CN2C1=O,2.61062,1.76727,1.14919,4.4427,76.96,-0.2321,0.0445,0.2766,1078.1449,0.16155,-419.226514,-419.218339,-419.217395,-419.259302,30.853
gdb_115071,OCC1CC=CC2CN12,2.88591,1.45337,1.1602,0.9148,79.7,-0.2217,0.0138,0.2355,1109.9809,0.172815,-403.125707,-403.117572,-403.116628,-403.158239,32.13
gdb_24983,C1Cc2c(oc(=O)[nH]2)C1,4.55214,1.24854,0.99968,5.0247,71.41,-0.2029,0.0374,0.2402,1135.9979,0.127209,-437.949906,-437.942597,-437.941653,-437.981878,27.674
gdb_84733,CN1C=CC=CCC1=O,2.5515,1.70699,1.11279,2.7718,83.0,-0.2119,-0.0236,0.1883,1093.0459,0.149399,-401.999464,-401.991324,-401.99038,-402.032239,30.851
gdb_48249,O=CC(CC#C)C1CN1,2.52194,1.07028,0.81207,1.3013,78.62,-0.2463,-0.0313,0.2151,1398.8121,0.144947,-401.888502,-401.878766,-401.877821,-401.924478,34.27
gdb_51552,C1CC2(C1)CN2CC=O,4.84206,0.7897,0.75322,2.9893,81.12,-0.2405,-0.0227,0.2177,1543.6413,0.169189,-403.111896,-403.102759,-403.101815,-403.146943,33.233
gdb_18769,CC12C3C1C1C3CC21,3.88409,2.36313,2.06351,0.1727,74.36,-0.2328,0.099,0.3318,752.973,0.155348,-310.600542,-310.594372,-310.593428,-310.630307,25.973
gdb_95194,OC1CCC2CN2C1=O,2.63609,1.706,1.16041,3.9731,71.75,-0.2569,-0.0072,0.2497,1050.9221,0.149575,-439.098171,-439.090513,-439.089569,-439.130165,30.126
gdb_92290,CC1OC2CC=CCC12,2.98589,1.42634,1.12221,1.5255,82.62,-0.2387,0.0203,0.259,1151.6264,0.184307,-387.091614,-387.083441,-387.082497,-387.12472,32.014
gdb_83227,CC1(O)COC2C(O)C12,2.51745,1.58693,1.38513,0.8698,69.85,-0.2353,0.0691,0.3043,1020.9823,0.158184,-460.137717,-460.128933,-460.127989,-460.170666,34.004
gdb_104442,CC1(COCOC1)CO,2.97543,1.18705,1.08216,1.3375,73.52,-0.2589,0.0614,0.3203,1206.4574,0.18307,-461.358303,-461.349266,-461.348322,-461.391635,34.653
gdb_100277,CCC(O)(CO)C(C)=O,1.83596,1.37736,1.13786,2.6764,74.74,-0.2393,-0.0131,0.2262,1247.0845,0.178325,-461.382959,-461.371831,-461.370887,-461.419181,40.013
gdb_51696,N=COC1CNC(=O)C1,4.93265,0.81965,0.72827,3.1659,72.16,-0.2491,0.013,0.2621,1486.53,0.13688,-455.185073,-455.176476,-455.175532,-455.219763,30.655
gdb_14494,CC1(C#N)C2CC1O2,3.63349,2.07152,1.55137,5.1126,65.52,-0.2638,0.0206,0.2843,820.8687,0.118354,-362.601653,-362.594594,-362.59365,-362.632668,26.844
gdb_52377,C(CNC=O)C(=O)C#N,3.51138,0.75627,0.67818,5.3357,68.24,-0.2696,-0.0889,0.1807,1579.1566,0.110771,-453.987567,-453.97799,-453.977045,-454.023776,31.876
gdb_32140,COc1ccnc(c1)O,3.90786,1.13401,0.8839,2.5444,75.87,-0.2314,-0.0081,0.2233,1257.9334,0.126049,-437.951742,-437.94401,-437.943066,-437.984066,29.402
gdb_82987,CC1C2CC3OCC2C13,3.52466,1.50702,1.41992,1.7039,80.59,-0.2342,0.087,0.3213,1016.7826,0.186243,-387.085552,-387.078524,-387.07758,-387.116588,29.603
gdb_123805,c1cnoc1OC2CC2,5.35441,1.01226,0.90436,2.3782,72.15,-0.2286,0.0076,0.2361,1267.7671,0.12435,-437.853532,-437.845869,-437.844925,-437.886981,28.319
gdb_1301,CC1(CCC1=O)C,3.24496,2.59114,2.1458,2.6086,64.27,-0.2338,-0.0164,0.2174,729.1336,0.146469,-309.738513,-309.730687,-309.729743,-309.770655,28.48
gdb_71950,CC12CC3CC(C1)OC23,2.78092,1.84978,1.59741,1.3272,80.07,-0.2438,0.0879,0.3317,956.9813,0.186033,-387.108401,-387.101449,-387.100505,-387.139161,29.88
gdb_24464,c1cc-2cc[nH]cc2c1,3.8964,1.6216,1.14505,4.1549,90.8,-0.1683,-0.0206,0.1477,1009.7044,0.12923,-363.682756,-363.676458,-363.675514,-363.713068,26.569
gdb_90233,OC1CC23CNC12CO3,2.70047,1.72807,1.54144,2.0111,70.32,-0.2377,0.0355,0.2732,938.8856,0.148509,-438.983992,-438.976672,-438.975728,-439.015405,29.84
gdb_49910,O=CC1CC(O1)C1CC1,5.26101,0.79746,0.7534,2.2837,76.91,-0.2415,-0.0296,0.2119,1521.9356,0.157758,-423.000452,-422.991532,-422.990587,-423.035639,32.007
gdb_28904,Cc1ccnc(c1C)C,2.29065,1.73997,1.00729,2.4394,89.6,-0.2381,-0.01,0.228,1205.0252,0.171092,-366.094066,-366.084893,-366.083949,-366.128117,34.075
gdb_99732,COC(C(=O)N)C(=O)N,1.9871,1.47304,1.03091,5.7723,66.77,-0.2389,-0.0018,0.2371,1198.661,0.134248,-492.324012,-492.314075,-492.313131,-492.35932,35.442
gdb_87740,CC1CC11CC(O1)C#C,4.75761,0.90471,0.86792,1.7049,83.14,-0.2299,0.0232,0.2531,1397.2575,0.156728,-385.822384,-385.813231,-385.812287,-385.85665,34.449
gdb_67928,CC12CC(=O)C1C2C=O,2.08295,1.48801,1.03019,3.713,75.46,-0.2515,-0.0386,0.2128,1177.7838,0.133883,-421.829899,-421.82139,-421.820445,-421.863262,31.597
gdb_91180,CC1CC2C=CCC12C,2.00222,1.6896,1.53348,0.1584,89.49,-0.2312,0.0284,0.2596,1091.7765,0.206669,-351.167729,-351.159069,-351.158125,-351.200534,34.902
gdb_95859,CC1OCCC(O1)C#C,2.46819,1.41384,1.13717,1.4624,76.83,-0.2556,0.0335,0.2891,1155.6056,0.158694,-423.000584,-422.991903,-422.990959,-423.033641,33.394
gdb_108698,OCC1=C2CC3C(C1)C23,3.26226,1.51854,1.19634,1.7629,82.91,-0.2066,-0.0339,0.1727,1058.5789,0.159487,-385.784473,-385.776789,-385.775845,-385.816433,30.698
gdb_26652,Cc1c(c([nH]c1C)N)C,2.20364,1.53245,0.92382,0.8051,88.25,-0.1795,0.058,0.2375,1310.39,0.181388,-383.323602,-383.31266,-383.311716,-383.360237,38.509
gdb_24994,C1Cc2c(oc(=O)o2)C1,4.573,1.27708,1.01814,5.1681,67.2,-0.2276,0.0266,0.2541,1107.2309,0.114862,-457.819086,-457.812107,-457.811163,-457.850995,26.124
gdb_55857,CC(=O)OC1CC1(C)O,3.10406,0.96252,0.926,3.1378,73.49,-0.258,0.0151,0.2731,1377.0625,0.155022,-460.183716,-460.173386,-460.172441,-460.220765,36.57
gdb_54290,CC(=O)C1(CC1)C(=O)N,2.22348,1.52199,1.13631,2.2692,72.89,-0.2457,-0.0217,0.224,1128.2606,0.145643,-439.130243,-439.120552,-439.119607,-439.165827,35.024
gdb_51223,O=CCC12CC3OC1C23,4.25256,1.01735,0.99881,2.659,72.03,-0.2382,-0.026,0.2122,1210.9837,0.134799,-421.760424,-421.752735,-421.751791,-421.7936,28.916
gdb_39646,C1CC(O1)C1C2CC1C2,4.33754,1.01043,0.97407,1.604,83.51,-0.2386,0.0807,0.3193,1309.8477,0.184634,-387.013824,-387.006086,-387.005142,-387.046969,30.102
gdb_50303,N=CN1CC2CC2C1=O,3.20439,1.44446,1.10595,5.4466,75.78,-0.2366,-0.0117,0.2249,1091.6079,0.137876,-418.033646,-418.025834,-418.02489,-418.066405,29.177
gdb_44520,N=C1OC2C3CC3C2=C1,4.45247,1.35307,1.22076,3.9524,78.41,-0.2386,-0.0365,0.2021,1019.4418,0.126387,-400.708753,-400.702159,-400.701215,-400.739679,26.757
gdb_94983,OC1COC2C3CC12O3,2.76641,1.77947,1.36005,0.9736,67.62,-0.2417,0.0445,0.2863,953.2383,0.135982,-458.849926,-458.842638,-458.841694,-458.881661,28.871
gdb_102127,OCC(C=O)N1CCC1,2.34206,1.22029,0.91001,3.8932,76.18,-0.2417,-0.0291,0.2126,1320.0554,0.169727,-440.25588,-440.246353,-440.245409,-440.291418,33.925
gdb_23427,ON=C1CN2C(C#C)C12,2.84735,1.27854,1.06606,0.8738,76.1,-0.2329,-0.0066,0.2263,1131.1817,0.110867,-416.672816,-416.664684,-416.66374,-416.705613,30.869
gdb_82863,OC1C2CC3CC1OC23,2.49705,2.04507,1.75047,0.8847,72.37,-0.2433,0.0654,0.3086,884.5091,0.163166,-423.027385,-423.020797,-423.019853,-423.057925,28.117
gdb_101840,CCC(C)OCC1CO1,3.65076,0.80371,0.69711,1.4036,83.39,-0.2466,0.0843,0.331,1688.8426,0.203072,-425.4013,-425.390656,-425.389712,-425.438278,38.17
gdb_6593,CC12CC(C1)(O2)C#C,6.09886,1.35453,1.3538,1.9095,73.17,-0.2368,0.019,0.2558,960.7854,0.128257,-346.510242,-346.502673,-346.501729,-346.541593,29.445
gdb_41403,C1CC23OCC2CCC13,2.42907,1.9374,1.30798,1.5958,81.08,-0.2363,0.07,0.3063,1037.8718,0.185178,-387.077988,-387.070488,-387.069544,-387.110216,30.202
gdb_48857,O=CC12CC3=CCC1C23,3.62083,1.48452,1.21479,2.1708,80.91,-0.2186,-0.0444,0.1742,1016.3909,0.135816,-384.599719,-384.592495,-384.59155,-384.631297,28.458
gdb_125118,CC1=C(O)N=NOC1=O,2.36385,1.92286,1.06728,4.1294,65.32,-0.2681,-0.0984,0.1697,1021.944,0.087423,-489.876831,-489.868884,-489.867939,-489.90979,28.556
gdb_63291,CC1(C)OC(=N)C1C#N,1.97372,1.68858,1.12955,4.6663,74.47,-0.2822,0.0011,0.2833,1123.4325,0.134456,-418.032172,-418.023198,-418.022254,-418.065803,33.096
gdb_12047,OC1(CC2OC12)C#C,4.00495,1.74507,1.55368,2.8701,63.06,-0.2514,0.0212,0.2726,833.7265,0.104564,-382.451861,-382.444417,-382.443472,-382.483251,28.25
gdb_23914,C1CC1(C(F)(F)F)O,2.95656,1.91707,1.66082,1.808,46.82,-0.2793,0.0728,0.3521,796.3765,0.090871,-530.092821,-530.085375,-530.08443,-530.12469,27.639
gdb_40560,C1CN=C(OC1)N2CC2,3.93972,1.19371,0.98008,1.8667,78.79,-0.2291,0.0414,0.2705,1231.4868,0.161534,-419.197845,-419.189833,-419.188889,-419.230859,30.18
gdb_63941,CC1(O)CC2OCC12C,2.2705,1.63708,1.40372,1.6024,77.81,-0.2399,0.066,0.3059,1062.8636,0.180628,-424.19697,-424.187777,-424.186833,-424.230457,35.792
gdb_119776,CCOC1=NC(C)CN1,3.91825,0.88572,0.7543,1.4423,81.65,-0.2125,0.0628,0.2753,1579.9122,0.18322,-420.436719,-420.427146,-420.426201,-420.471731,34.879
gdb_83625,CN1C2CCC2=CC1=O,3.14177,1.50128,1.08738,4.3707,80.67,-0.2341,-0.0272,0.2068,1108.949,0.149071,-401.969168,-401.961298,-401.960354,-402.001489,30.075
gdb_117438,COCC(=O)OCC#N,5.78015,0.62511,0.57015,2.9472,68.38,-0.277,-0.0089,0.2681,1851.7731,0.12109,-475.040184,-475.030123,-475.029178,-475.077945,32.64
gdb_60479,CC(O)CCCCC#C,5.83364,0.46989,0.45041,1.4679,89.33,-0.2561,0.0593,0.3155,2425.4065,0.202341,-388.266889,-388.255491,-388.254547,-388.304407,40.909
gdb_100741,COC(C)C(O)C(N)=O,2.47962,1.16924,0.96903,4.1256,71.9,-0.2559,0.0231,0.279,1299.6027,0.168862,-477.453353,-477.442945,-477.442001,-477.488868,37.781
gdb_114261,CCC1CC23CC(C2)C13,3.99691,1.08226,1.02783,0.3273,91.95,-0.2276,0.0776,0.3052,1301.8747,0.206759,-351.038597,-351.030303,-351.029359,-351.071329,33.623
gdb_28066,c1c(coc1N)CC=O,4.89619,0.81077,0.75571,4.2637,73.97,-0.193,-0.0171,0.1759,1465.7108,0.123439,-437.919072,-437.910268,-437.909324,-437.954041,31.398
gdb_82999,CC1C2C3OCC3CN12,2.61481,1.72708,1.52097,1.1324,76.99,-0.222,0.06,0.282,982.1722,0.173183,-403.101715,-403.094102,-403.093158,-403.133734,30.124
gdb_123275,C#CC#Cc1ccno1,9.72857,0.68746,0.64208,2.9493,94.56,-0.2437,-0.0703,0.1735,1600.8293,0.077013,-398.289301,-398.281769,-398.280825,-398.321924,27.368
gdb_4350,Cc1cc(cnc1)O,3.79192,1.8179,1.23823,3.5684,71.06,-0.2288,-0.0201,0.2087,938.782,0.120285,-362.727997,-362.720853,-362.719909,-362.759526,26.775
gdb_94486,OC1CNC1=NCC=O,4.10321,0.75093,0.66728,3.4397,73.48,-0.2406,-0.0215,0.2191,1623.2698,0.133453,-455.128845,-455.119141,-455.118196,-455.165494,33.056
gdb_15417,OCCN1CC1C=O,4.96278,0.98389,0.92689,2.5521,67.79,-0.2508,-0.0381,0.2127,1247.6584,0.140794,-400.965608,-400.957192,-400.956248,-400.999224,29.995
gdb_57851,CC(C)C(=O)C(C)C#N,2.32186,1.1914,0.93064,4.2304,79.79,-0.263,-0.0399,0.2232,1348.8127,0.167976,-403.191459,-403.180751,-403.179807,-403.227912,37.573
gdb_28354,Cc1cnc(c(=O)[nH]1)N,3.21506,1.40501,0.98403,2.0823,79.57,-0.194,-0.0273,0.1667,1156.1049,0.126257,-434.150281,-434.142091,-434.141147,-434.182699,31.268
gdb_61692,CC(OC=N)(C#C)C#C,2.17257,1.26581,1.02478,3.5564,79.75,-0.2664,-0.0033,0.2631,1232.1462,0.119248,-400.661677,-400.651698,-400.650754,-400.696501,36.03
gdb_97759,C1C(CC1=O)C#CCO,7.04551,0.55311,0.54394,2.9667,79.97,-0.2406,-0.0239,0.2167,1970.6392,0.133221,-421.793546,-421.783925,-421.782981,-421.830297,33.387
gdb_13714,CCCCC1CC1O,5.38696,0.76596,0.72151,1.2954,79.32,-0.2515,0.0823,0.3337,1643.0621,0.19898,-350.194524,-350.184774,-350.183829,-350.229787,35.313
gdb_51894,O=COC1COCCO1,4.49813,0.92543,0.80477,3.9811,66.84,-0.2574,-0.0015,0.2559,1368.6802,0.136049,-496.11502,-496.106838,-496.105894,-496.148542,29.555
gdb_52358,C(C=O)NCC#CC=O,9.90897,0.41202,0.39948,1.1188,79.32,-0.2591,-0.0681,0.191,2505.0832,0.120608,-437.847294,-437.837007,-437.836062,-437.885137,33.055
gdb_121919,CCOCC(O)C(C)O,4.19167,0.66394,0.64075,2.3322,79.88,-0.2559,0.0765,0.3324,1878.1719,0.203086,-462.5606,-462.549423,-462.548479,-462.597524,40.198
gdb_39740,C1OC11C2C3CC=C1C23,3.85035,1.55445,1.35498,2.4336,79.39,-0.2239,-0.0425,0.1814,963.2465,0.136177,-384.561647,-384.555008,-384.554064,-384.59234,27.629
gdb_33845,N#CC12CN1C1(CC1)C2,4.33181,1.12571,1.04209,4.632,79.01,-0.2592,-0.0012,0.258,1166.6371,0.13633,-380.822462,-380.814743,-380.813799,-380.854615,30.077
gdb_107753,COC12CC3C(C1)C23O,2.78315,1.45988,1.29965,1.5935,75.11,-0.2258,0.0733,0.2991,1070.4148,0.158423,-422.955634,-422.947255,-422.94631,-422.988458,32.477
gdb_19735,C1C2CC3OCC2C13,3.86061,2.40549,2.20348,1.6018,69.62,-0.2351,0.0941,0.3292,719.8219,0.158456,-347.796047,-347.790582,-347.789637,-347.825227,23.751
gdb_27886,Cc1cc(cc(c1)O)O,1.81221,1.78984,0.90555,1.939,80.09,-0.2076,0.0104,0.2179,1242.6743,0.136005,-421.904211,-421.895664,-421.89472,-421.937794,32.632
gdb_59620,CC(O)C1CNC(=O)C1,3.56401,0.97254,0.79335,4.4655,75.44,-0.2371,0.0363,0.2734,1423.3717,0.171209,-440.335744,-440.3264,-440.325455,-440.370116,34.768
gdb_93248,CC1COC(=O)C(O)C1,2.81491,1.30212,0.93506,3.9795,71.73,-0.2649,-0.0019,0.263,1246.2897,0.159752,-460.210502,-460.201843,-460.200898,-460.243778,32.792
gdb_111286,CCC1C2CC2(O)C1O,3.01813,1.1804,1.00392,1.3839,78.13,-0.2371,0.0651,0.3022,1265.6805,0.181235,-424.194208,-424.184677,-424.183733,-424.228083,36.524
gdb_13543,CC1CC1C(O)C#C,3.7039,1.35049,1.09047,1.3592,74.22,-0.2613,0.0334,0.2947,1110.7944,0.151274,-347.750664,-347.741487,-347.740543,-347.784525,33.504
gdb_110293,CC1C2C1C(CO)C2O,3.01076,1.14222,1.01945,2.0465,78.71,-0.2382,0.0617,0.2999,1268.6635,0.182554,-424.187697,-424.178645,-424.177701,-424.221028,35.196
gdb_115752,CCN1CCC1CC#N,2.05538,1.27491,0.83616,4.0746,84.06,-0.2256,0.0338,0.2594,1407.5362,0.182368,-383.270402,-383.26076,-383.259816,-383.305624,34.89
gdb_119949,CC1C(CCO)N1C=O,2.51178,0.93426,0.80776,3.6643,77.61,-0.2461,0.0094,0.2555,1490.5049,0.168826,-440.274705,-440.264443,-440.263499,-440.310592,35.926
gdb_120835,OCCC1CC1OC=N,3.17774,0.71814,0.62987,4.5169,78.72,-0.2576,0.0211,0.2787,1779.8609,0.169179,-440.255245,-440.245082,-440.244138,-440.291853,35.51
gdb_78887,CC1N2C3C2C2C3C12C,2.52026,2.14512,1.47251,1.5905,80.17,-0.221,0.0732,0.2942,960.1898,0.171913,-365.964182,-365.956643,-365.955699,-365.995558,31.022
gdb_16332,CC1CC2OC12CO,3.06972,1.85824,1.42796,1.732,67.38,-0.2553,0.0667,0.322,932.2652,0.152778,-384.902399,-384.894228,-384.893283,-384.935013,30.461
gdb_7380,COCC([NH3+])C([O-])=O,3.96459,1.12257,0.96635,4.6708,61.41,-0.2533,0.0192,0.2725,1207.2886,0.141806,-438.156489,-438.147572,-438.146628,-438.190649,31.067
gdb_93790,CC1CCC(O)C(=O)C1,2.27302,1.38376,1.06402,1.6701,78.8,-0.2315,-0.0181,0.2134,1226.8272,0.18302,-424.267032,-424.257952,-424.257008,-424.300685,34.848
gdb_100196,CCC(C)(C=O)N1CC1,2.28526,1.28161,1.16821,1.7287,83.03,-0.2172,-0.0286,0.1886,1238.5059,0.191069,-404.324774,-404.314382,-404.313437,-404.360393,38.015
gdb_23996,C#Cc1ncc(o1)C#N,5.45738,0.99982,0.84501,3.219,79.08,-0.2634,-0.0812,0.1822,1228.9859,0.066127,-414.413102,-414.405891,-414.404946,-414.445127,25.974
gdb_40749,C1NC1C1OC2CCC12,3.7573,1.13157,1.0149,1.5903,78.96,-0.2388,0.0651,0.3038,1238.1924,0.172561,-403.081582,-403.073644,-403.0727,-403.114864,30.54
gdb_73478,CC12CCC3CC1OC23,2.44523,2.1248,1.5299,1.7354,80.05,-0.2369,0.0848,0.3216,959.8124,0.185755,-387.088921,-387.081867,-387.080922,-387.119758,30.173
gdb_42352,C#CC#CC(=O)CC#N,7.77805,0.59363,0.5534,6.5845,85.87,-0.284,-0.1005,0.1835,1817.9565,0.074261,-398.314558,-398.305448,-398.304504,-398.349805,30.885
gdb_68853,CC12CC1(O)CC1CN21,2.4046,1.84651,1.41551,1.6706,78.06,-0.2161,0.0753,0.2914,1005.5873,0.171215,-403.117921,-403.109746,-403.108802,-403.149864,33.191
gdb_20987,Cc1n[nH]c(=O)n1C,3.45269,2.13912,1.34309,3.2014,62.95,-0.2155,0.0239,0.2394,878.6745,0.119787,-396.036706,-396.028802,-396.027858,-396.068861,27.998
gdb_101677,CCC(C)OC(C)CO,1.96144,1.16573,0.82065,2.304,85.96,-0.2471,0.0718,0.3189,1531.0241,0.22577,-426.631562,-426.619915,-426.618971,-426.668948,42.158
gdb_57619,CC(CC#N)(CC#N)N,4.27847,0.85143,0.83931,3.6073,76.45,-0.2693,-0.0012,0.2681,1384.4823,0.146397,-398.159198,-398.149256,-398.148311,-398.194046,35.953
gdb_70437,OC12CC1OC21COC1,2.94286,1.48568,1.27891,1.9976,67.6,-0.2352,0.054,0.2892,1021.6454,0.134576,-458.88311,-458.875225,-458.874281,-458.915553,30.262
gdb_45375,O=C1NC2CCC(C2)O1,2.98448,1.62193,1.42841,5.2926,70.62,-0.2494,0.0569,0.3063,967.8156,0.151786,-439.153463,-439.146471,-439.145527,-439.184939,28.183
gdb_107321,OCC12OC1C=CC2=O,2.83622,1.66263,1.17846,4.3626,66.23,-0.2519,-0.0843,0.1676,1006.6885,0.112455,-457.755176,-457.747603,-457.746659,-457.78726,28.705
gdb_32628,CCn1ccc(c1O)O,2.97034,1.28649,0.97325,1.3582,75.15,-0.1716,0.0569,0.2285,1223.1907,0.146838,-439.110625,-439.101198,-439.100254,-439.144924,34.752
gdb_80211,OC1C2CC(=O)C12C#C,2.24503,1.59826,1.21543,4.5089,74.68,-0.2416,-0.0144,0.2271,1053.3514,0.110166,-420.575321,-420.566962,-420.566018,-420.608155,31.572
gdb_26365,CC(C)n1cc(nc1)N,4.02053,0.98264,0.88805,3.3696,82.33,-0.1797,0.0404,0.2201,1384.1403,0.172073,-399.372069,-399.36269,-399.361746,-399.406563,35.111
gdb_84825,OC1C=CCC1CC=O,3.04944,1.05293,0.86011,2.4936,77.21,-0.2484,-0.0193,0.2291,1338.3789,0.158523,-423.042609,-423.033594,-423.032649,-423.077544,32.827
gdb_114239,CCN1CC2(C1)OC2C,4.06364,0.85295,0.78867,2.3254,84.53,-0.2131,0.0846,0.2977,1562.6036,0.192089,-404.309178,-404.299423,-404.298479,-404.344015,36.091
gdb_40284,C1CCC2(CC2)OCC1,2.46736,1.519,1.16857,1.1952,84.92,-0.243,0.077,0.32,1170.7905,0.207803,-388.285122,-388.276616,-388.275672,-388.317943,34.167
gdb_42909,O=C1C(C2CO2)C2CN12,2.83524,1.58988,1.27935,3.6768,67.67,-0.2514,-0.0156,0.2359,997.7494,0.124348,-437.834506,-437.827009,-437.826065,-437.866821,28.161
gdb_17526,OCC12CC3C(O1)C23,4.66042,1.76885,1.64786,2.2304,63.15,-0.2351,0.062,0.2971,818.7967,0.130731,-383.663924,-383.657202,-383.656258,-383.694847,26.352
gdb_55032,NC(=O)C1CN1C1CC1,2.97108,1.10413,0.98845,2.7895,78.42,-0.2273,0.0147,0.2419,1280.6874,0.159005,-419.193316,-419.184213,-419.183269,-419.227655,33.955
gdb_78495,CC12OC3C(O)C1C23C,2.49542,1.63048,1.29305,2.5923,75.0,-0.2305,0.0813,0.3117,1064.5915,0.158119,-422.975529,-422.967039,-422.966095,-423.008128,32.987
gdb_22102,CC(CC(O)C=O)=NO,4.07691,0.75359,0.68314,1.5373,73.67,-0.2434,-0.044,0.1995,1603.37,0.143551,-476.191932,-476.181565,-476.180621,-476.228908,36.068
gdb_33189,CCCNc1ccc[nH]1,5.44614,0.68011,0.65255,1.5574,86.96,-0.1847,0.0542,0.2389,1799.134,0.184059,-383.301999,-383.292516,-383.291572,-383.337621,34.821
gdb_96483,CC1CC=CCOCO1,2.52355,1.46652,1.04505,2.1213,80.54,-0.2463,0.0033,0.2496,1200.0436,0.183578,-424.221905,-424.213278,-424.212334,-424.254805,33.58
gdb_73713,OC12CCOC3C1OC23,2.79853,1.97245,1.36543,0.9699,66.72,-0.2487,0.0574,0.3061,925.0494,0.137283,-458.896302,-458.889601,-458.888657,-458.927005,28.001
gdb_99713,CC(=O)C(CO)C(=O)C,1.92216,1.41595,0.9528,3.2832,72.54,-0.2547,-0.0384,0.2162,1285.1995,0.155203,-460.200588,-460.190051,-460.189106,-460.237054,36.721
gdb_82118,CC1C2NC2C1CC#N,3.17514,1.18417,0.99832,5.1586,79.09,-0.2431,0.0425,0.2857,1212.9126,0.160018,-382.044321,-382.035741,-382.034797,-382.077744,32.37
gdb_70504,CC12CN1CC=C2C=O,2.6935,1.55626,1.15113,2.8351,80.05,-0.2326,-0.0633,0.1692,1087.3519,0.147336,-401.948023,-401.939873,-401.938928,-401.980539,31.144
gdb_120410,COCC1NC(=N)C1O,3.0474,0.96971,0.85399,2.5354,74.54,-0.2395,0.0251,0.2646,1413.9834,0.1583,-456.31674,-456.307006,-456.306062,-456.352051,34.678
gdb_4075,ON=C1CC2(CO2)C1,6.53674,1.15675,1.06942,1.4141,65.76,-0.2493,-0.0037,0.2455,1070.6616,0.116976,-399.718923,-399.711438,-399.710494,-399.750969,27.985
gdb_125031,Cc1c(cnoc1=O)N,2.30699,1.88961,1.04606,7.033,72.65,-0.2349,-0.0618,0.1731,1070.7858,0.112165,-453.964477,-453.956168,-453.955224,-453.997347,30.847
gdb_70082,CC12OC1C=CC1OC21,2.71438,1.84976,1.37401,3.2157,72.63,-0.2562,-0.0189,0.2374,965.9236,0.136051,-421.798509,-421.791181,-421.790237,-421.829908,29.222
gdb_86620,CC1OC(C2CN2)C1C,2.57887,1.28767,1.15271,2.0986,81.45,-0.2391,0.0768,0.3158,1214.3048,0.194443,-404.311281,-404.30195,-404.301006,-404.345618,35.095
gdb_61157,CN(CC#C)C(=N)C=O,3.21764,0.98566,0.86513,3.3459,77.59,-0.2395,-0.0719,0.1677,1347.8046,0.133291,-417.966665,-417.956772,-417.955828,-418.002215,34.605
